"alpha","MolMR","LabuteASA","NumValenceElectrons","HeavyAtomCount","TPSA"
82.39,33.8178,55.070587,50.0,9.0,20.23
78.18,30.522,52.300724,48.0,9.0,51.28
69.2,28.4578,52.852657,48.0,9.0,56.55
67.78,28.854,52.94091,50.0,9.0,35.53
82.06,33.6657,54.859684,48.0,9.0,45.73
74.22,32.9668,53.775875,48.0,9.0,23.24
69.39,30.6375,52.368313,48.0,9.0,49.33
86.74,37.4758,56.08653,48.0,9.0,20.23
79.35,33.65,55.069656,48.0,9.0,27.03
73.15,31.9468,53.432903,50.0,9.0,92.9
69.58,30.409,52.477123,50.0,9.0,47.89
71.86,32.6928,52.68425,52.0,9.0,90.7
96.81,33.2837,53.127193,42.0,9.0,39.58
60.89,26.0827,46.82053,46.0,8.0,55.4
72.9,28.3146,49.84673,48.0,9.0,111.67
68.4,30.799,48.369408,46.0,8.0,38.66
69.25,29.7282,52.242836,50.0,9.0,61.36
71.84,30.6547,50.67061,46.0,9.0,59.39
71.89,30.8594,49.2906,44.0,8.0,49.81
80.1,33.5154,54.418655,50.0,9.0,43.09
63.55,27.9197,47.153606,44.0,8.0,50.15
84.44,36.7278,56.081474,50.0,9.0,20.23
60.99,26.233,43.42028,42.0,7.0,18.46
83.02,35.2188,55.47131,52.0,9.0,23.24
88.33,38.335,56.711956,52.0,9.0,9.23
77.2,33.0398,54.82502,52.0,9.0,29.46
69.06,28.3954,52.161427,48.0,9.0,52.32
76.42,33.1808,54.633263,54.0,9.0,46.53
83.28,33.991,55.389896,50.0,9.0,9.23
78.59,35.0046,54.821938,52.0,9.0,40.46
81.02,34.835,55.394955,48.0,9.0,9.23
72.28,31.9725,52.51936,50.0,9.0,58.29
74.85,31.5427,49.461273,44.0,8.0,21.94
79.19,33.858,53.16107,46.0,9.0,26.03
78.4,32.554,53.78757,46.0,9.0,40.86
70.34,29.654,52.28838,46.0,9.0,29.04
76.79,34.6177,54.11103,50.0,9.0,43.53
69.27,30.5828,48.776306,46.0,8.0,29.46
72.0,28.7894,51.254185,48.0,9.0,74.65
70.35,29.9057,52.05692,46.0,9.0,41.21
76.54,30.4187,52.151127,46.0,9.0,62.52
76.2,32.013,53.832767,48.0,9.0,20.08
80.15,30.022,53.230835,46.0,9.0,50.09
56.09,25.466,42.473312,38.0,7.0,26.3
90.62,39.955,57.652184,50.0,9.0,0.0
79.34,33.5778,55.109886,50.0,9.0,44.02
82.05,34.179,55.389896,50.0,9.0,9.23
74.62,31.8977,53.06275,48.0,9.0,37.91
87.61,39.2034,55.28525,50.0,9.0,30.95
83.11,36.6477,55.032364,50.0,9.0,33.08
75.94,33.0235,53.374146,50.0,9.0,49.33
64.64,28.0908,51.456028,46.0,9.0,59.15
67.0,29.436,50.77267,48.0,9.0,34.89
82.37,35.2798,54.17517,48.0,9.0,33.12
78.47,34.3517,54.037037,50.0,9.0,37.91
72.28,30.2137,53.32342,50.0,9.0,43.7
89.13,37.021,55.95169,48.0,9.0,0.0
85.93,36.1895,54.529625,50.0,9.0,36.02
64.62,27.1798,47.508057,44.0,8.0,37.3
72.22,30.753,49.42568,46.0,8.0,12.47
71.21,28.503,50.48596,44.0,9.0,55.99
66.83,28.8388,52.6216,50.0,9.0,46.53
70.81,30.3172,52.309387,50.0,9.0,72.28
81.21,35.347,55.67982,46.0,9.0,23.79
84.63,36.24,56.036186,50.0,9.0,3.01
66.86,28.4784,51.610126,48.0,9.0,68.11
78.65,33.5908,50.717308,48.0,8.0,20.23
72.81,31.967,53.14316,46.0,9.0,20.31
80.22,36.1117,54.44701,46.0,9.0,21.94
49.47,21.8097,40.647343,38.0,7.0,38.33
94.0,39.159,57.647125,52.0,9.0,0.0
79.54,33.7357,54.859684,48.0,9.0,45.73
78.77,33.0658,54.82502,52.0,9.0,29.46
74.67,31.628,50.03079,46.0,8.0,9.23
73.84,31.6298,53.824245,48.0,9.0,29.46
61.84,26.298,49.705605,44.0,9.0,68.88
78.51,34.103,54.24701,50.0,9.0,27.05
77.97,33.4967,53.939022,48.0,9.0,29.1
65.59,28.5638,48.268322,48.0,8.0,46.53
70.68,30.288,49.03001,42.0,8.0,9.23
83.87,36.221,55.706127,50.0,9.0,9.23
70.2,29.5845,52.09393,50.0,9.0,74.69
73.66,30.8768,53.45965,48.0,9.0,23.47
62.42,28.1068,42.225636,36.0,7.0,20.23
71.62,30.1917,53.32342,50.0,9.0,30.49
80.93,30.678,53.191536,46.0,9.0,26.3
68.95,29.471,52.866234,46.0,9.0,43.87
73.63,31.979,51.57941,48.0,9.0,79.37
72.15,30.7494,52.807716,48.0,9.0,41.13
72.83,29.361,53.417534,46.0,9.0,33.02
78.35,34.2132,52.708714,48.0,9.0,51.18
67.89,29.7804,52.743244,54.0,9.0,77.76
71.3,33.0938,53.36046,48.0,9.0,41.82
64.34,28.5654,50.322014,48.0,9.0,38.91
78.77,34.085,54.700294,48.0,9.0,9.23
79.53,33.781,50.677074,46.0,8.0,3.01
74.25,31.838,54.19231,50.0,9.0,26.3
83.34,36.7757,55.11686,52.0,9.0,33.62
84.69,35.9778,55.386814,50.0,9.0,20.23
91.92,36.003,55.684875,44.0,9.0,23.79
74.4,31.54,54.063824,46.0,9.0,26.8
76.36,32.639,50.084595,46.0,8.0,17.07
81.32,33.877,54.838596,50.0,9.0,20.31
90.54,38.2744,54.284477,46.0,9.0,27.82
68.03,30.3581,47.780674,46.0,8.0,70.18
72.12,31.9524,52.79098,50.0,9.0,66.16
87.72,37.701,56.64635,48.0,9.0,0.0
68.07,29.4118,48.513885,46.0,8.0,37.3
69.49,28.9487,52.3714,48.0,9.0,38.33
71.83,31.5496,53.313175,50.0,9.0,57.53
74.72,32.8884,52.45703,48.0,9.0,56.23
71.76,30.896,53.25714,50.0,9.0,35.53
74.03,31.7214,52.687172,48.0,9.0,63.51
67.78,28.3627,52.410698,48.0,9.0,72.03
46.78,20.2478,35.784,34.0,6.0,37.3
57.21,24.807,49.254482,48.0,9.0,73.31
78.94,34.037,54.700294,48.0,9.0,9.23
79.48,34.175,54.838596,50.0,9.0,20.08
83.12,32.1898,54.10911,46.0,9.0,44.02
74.96,30.7327,52.62363,50.0,9.0,54.81
75.62,33.5235,54.068806,50.0,9.0,49.33
61.42,26.3029,45.263092,42.0,8.0,69.12
78.32,35.4967,53.483562,46.0,9.0,16.96
82.72,34.179,55.389896,50.0,9.0,12.53
81.53,35.9307,54.944855,50.0,9.0,29.1
93.6,39.955,57.652184,50.0,9.0,0.0
78.35,33.0672,54.08989,48.0,9.0,70.04
77.36,33.7658,54.83008,50.0,9.0,29.46
81.17,35.1488,55.47131,52.0,9.0,23.24
80.18,32.5724,52.688087,46.0,9.0,62.95
86.07,36.24,56.036186,50.0,9.0,3.01
78.44,34.725,54.680542,52.0,9.0,30.82
68.36,27.9678,52.56779,50.0,9.0,38.69
75.44,31.9813,53.690628,52.0,9.0,62.4
73.5,31.8875,51.631096,44.0,9.0,34.89
70.25,29.344,53.225777,48.0,9.0,50.09
84.48,36.0627,53.624546,46.0,9.0,28.68
83.6,37.735,55.931942,52.0,9.0,21.59
78.26,34.127,54.838596,50.0,9.0,20.08
73.61,32.089,54.00055,52.0,9.0,43.37
76.61,32.5877,53.429363,46.0,9.0,71.97
75.05,32.3277,54.32925,52.0,9.0,30.49
85.16,37.019,56.400784,50.0,9.0,12.53
77.02,33.401,50.716373,46.0,8.0,27.03
66.81,28.3244,51.610126,48.0,9.0,63.4
61.76,26.2657,47.012287,44.0,8.0,48.24
73.97,30.9518,53.81919,50.0,9.0,29.46
76.95,33.6244,53.90106,50.0,9.0,45.11
63.75,26.9086,49.378063,48.0,9.0,97.9
52.4,25.2075,39.69655,38.0,7.0,93.61
75.31,32.094,49.62605,42.0,8.0,23.79
75.23,31.195,54.1385,50.0,9.0,18.46
68.36,28.381,53.17197,48.0,9.0,42.25
81.79,32.297,54.668934,46.0,9.0,23.79
75.35,31.715,53.832767,48.0,9.0,20.31
59.68,25.353,46.270233,42.0,8.0,37.15
74.66,31.7754,53.94083,54.0,9.0,60.69
66.69,28.141,51.902245,46.0,9.0,67.39
71.53,32.4337,53.105198,48.0,9.0,43.53
65.88,27.961,48.112232,42.0,8.0,40.86
80.45,34.061,55.389896,50.0,9.0,9.23
67.37,29.3183,51.803436,50.0,9.0,69.56
71.16,30.8827,53.377228,50.0,9.0,48.24
66.56,29.6545,49.853077,48.0,9.0,97.84
73.53,32.446,54.197365,48.0,9.0,26.3
87.36,36.175,56.39573,52.0,9.0,9.23
75.41,31.6585,52.949898,48.0,9.0,35.6
93.45,39.0038,57.087303,52.0,9.0,20.23
76.98,31.874,53.245567,48.0,9.0,29.04
76.91,31.8208,53.183395,48.0,9.0,37.3
74.29,31.839,54.00055,52.0,9.0,43.37
91.39,39.205,56.957523,50.0,9.0,0.0
62.51,28.83,51.756157,46.0,9.0,62.45
88.43,38.429,57.40156,54.0,9.0,9.23
72.26,32.7721,50.676098,46.0,9.0,67.84
80.47,35.0286,55.51154,54.0,9.0,40.46
76.59,32.7634,54.173088,52.0,9.0,52.32
66.16,26.1072,45.318737,42.0,8.0,72.76
71.01,30.1038,53.573624,52.0,9.0,38.69
72.45,29.492,49.024956,44.0,8.0,12.53
85.59,36.218,56.036186,50.0,9.0,3.01
68.51,28.4008,48.46008,46.0,8.0,29.46
75.78,33.5432,52.934193,50.0,9.0,64.07
75.1,31.125,54.1385,50.0,9.0,21.76
78.17,34.197,54.838596,50.0,9.0,20.08
64.65,28.0337,52.12583,50.0,9.0,47.56
73.7,31.5237,52.741432,48.0,9.0,46.17
87.77,38.497,56.65141,46.0,9.0,0.0
70.8,30.5695,48.896397,46.0,8.0,42.17
80.1,34.8994,55.17892,54.0,9.0,52.32
82.46,33.8178,55.070587,50.0,9.0,20.23
72.81,29.431,53.417534,46.0,9.0,33.02
62.9,26.8975,50.449665,46.0,9.0,60.17
75.91,32.433,53.605106,50.0,9.0,35.26
73.06,30.8768,53.45965,48.0,9.0,23.47
76.66,31.855,54.384068,48.0,9.0,9.23
77.38,32.6658,53.394817,48.0,9.0,46.01
65.16,28.4468,47.770473,44.0,8.0,29.46
62.35,26.4908,49.916023,48.0,9.0,76.22
69.26,28.6328,52.6216,50.0,9.0,46.53
74.11,30.897,54.1385,50.0,9.0,18.46
76.52,33.3627,54.11103,50.0,9.0,36.09
84.74,35.8497,55.865513,50.0,9.0,45.73
87.88,36.951,55.95169,48.0,9.0,0.0
70.96,31.3691,50.976032,46.0,9.0,79.95
79.93,34.0288,54.87883,52.0,9.0,37.3
66.19,29.3314,51.50588,50.0,9.0,79.25
62.57,27.081,43.665844,40.0,7.0,9.23
80.45,35.4467,53.902973,50.0,9.0,44.81
76.4,33.0418,54.135418,50.0,9.0,32.76
78.25,31.514,54.063824,46.0,9.0,27.03
73.88,32.545,49.394993,44.0,8.0,17.07
83.52,35.948,52.04245,50.0,8.0,9.23
75.46,30.775,53.240284,48.0,9.0,34.14
84.89,31.947,54.384068,48.0,9.0,9.23
86.27,36.17,56.036186,50.0,9.0,3.24
79.53,34.0048,54.189224,50.0,9.0,37.3
66.41,28.784,52.94091,50.0,9.0,35.53
66.84,28.713,52.38961,50.0,9.0,46.61
81.28,35.2718,55.830853,54.0,9.0,29.46
70.05,30.4096,48.456993,46.0,8.0,40.46
80.19,36.7258,53.448303,50.0,9.0,69.86
68.56,29.436,50.77267,48.0,9.0,34.89
73.44,30.98,53.4764,44.0,9.0,40.86
81.07,35.317,55.431076,50.0,9.0,6.48
80.59,34.202,55.19814,52.0,9.0,26.3
74.81,31.072,53.778957,48.0,9.0,15.54
93.67,37.771,56.64635,48.0,9.0,0.0
83.94,36.7278,56.081474,50.0,9.0,20.23
89.09,38.9338,57.087303,52.0,9.0,20.23
73.66,32.066,54.19231,50.0,9.0,26.3
70.13,30.5135,52.165657,50.0,9.0,66.73
62.18,26.3225,46.118145,42.0,8.0,47.78
76.04,32.8494,52.50099,46.0,9.0,64.5
70.44,28.8548,45.89594,42.0,8.0,78.55
77.85,33.812,51.036617,48.0,8.0,9.23
74.76,32.9972,54.08989,48.0,9.0,70.04
74.99,31.676,50.03079,46.0,8.0,12.53
78.92,33.858,54.508537,50.0,9.0,26.3
76.31,34.9588,52.66795,50.0,9.0,79.62
85.81,36.223,56.39573,52.0,9.0,9.23
78.34,33.2237,54.574818,50.0,9.0,21.26
73.47,33.8931,53.370842,48.0,9.0,74.2
59.72,25.7944,45.180607,42.0,8.0,74.65
70.84,30.5077,52.328083,46.0,9.0,32.11
83.88,36.218,56.036186,50.0,9.0,3.01
73.79,31.3355,48.596615,46.0,8.0,35.83
85.36,36.7835,55.566666,52.0,9.0,32.59
66.94,28.6854,49.606724,46.0,9.0,65.92
71.58,30.6158,53.85849,50.0,9.0,53.25
67.71,30.1727,50.886322,48.0,9.0,76.46
84.41,36.0718,56.076416,52.0,9.0,20.23
77.52,32.358,50.276352,44.0,8.0,0.0
62.08,27.3688,47.316296,46.0,8.0,54.37
64.59,27.3338,52.607094,50.0,9.0,62.48
81.56,34.9806,55.51154,54.0,9.0,40.46
76.83,31.0218,53.81919,50.0,9.0,29.46
76.14,32.9937,53.390064,46.0,9.0,48.18
86.3,37.9157,56.871346,52.0,9.0,35.82
77.02,31.987,54.708233,46.0,9.0,47.58
73.6,31.2825,53.145428,50.0,9.0,53.31
58.55,24.7395,49.45101,48.0,9.0,88.1
57.17,24.0638,46.256657,44.0,8.0,46.53
71.16,30.8051,52.724556,48.0,9.0,82.89
71.82,30.0185,53.00411,50.0,9.0,44.79
74.09,31.173,54.1385,50.0,9.0,21.76
46.86,21.003,35.623226,32.0,6.0,30.71
71.82,31.769,49.839027,48.0,8.0,26.3
79.5,33.5957,54.859684,48.0,9.0,35.82
77.63,34.125,54.148994,48.0,9.0,20.31
68.6,29.1748,50.776566,48.0,9.0,63.33
77.55,34.0824,53.46752,48.0,9.0,50.62
60.91,24.4004,44.721584,42.0,8.0,52.53
76.66,33.261,55.144333,52.0,9.0,18.46
69.22,29.267,52.28307,52.0,9.0,83.55
68.85,29.3878,47.824284,44.0,8.0,37.3
68.44,29.8174,52.56215,50.0,9.0,55.33
73.97,31.5187,48.77167,42.0,8.0,21.94
74.28,32.9938,54.135418,50.0,9.0,29.46
79.1,34.3784,54.765568,52.0,9.0,53.11
71.93,29.882,53.186478,48.0,9.0,26.3
76.38,30.8442,51.715225,48.0,9.0,72.76
74.85,29.6548,51.510365,48.0,9.0,58.62
86.66,37.186,56.449535,52.0,9.0,17.07
74.43,31.4768,49.711475,46.0,8.0,20.23
74.96,30.937,53.5872,50.0,9.0,29.54
65.28,26.8374,45.830074,44.0,8.0,69.72
71.63,30.845,53.240284,48.0,9.0,34.14
74.57,30.9917,53.568985,48.0,9.0,31.17
79.09,33.7938,54.38098,48.0,9.0,20.23
67.18,28.9088,52.6216,50.0,9.0,46.53
90.54,39.3,57.455368,54.0,9.0,17.07
81.16,35.6828,51.723137,50.0,8.0,20.23
71.28,30.6643,52.74456,52.0,9.0,62.05
76.64,32.6884,53.813545,50.0,9.0,46.1
85.45,36.293,56.39573,52.0,9.0,9.23
73.58,32.0038,53.285797,50.0,9.0,46.26
82.26,34.061,55.389896,50.0,9.0,9.23
68.67,28.596,52.38961,50.0,9.0,46.38
75.67,32.1417,53.159004,48.0,9.0,44.16
69.71,28.731,50.462822,48.0,9.0,55.71
75.94,34.0572,52.902645,50.0,9.0,60.94
68.36,25.7969,52.28307,52.0,9.0,88.0
61.26,23.9805,49.100986,48.0,9.0,70.11
69.61,30.0185,53.00411,50.0,9.0,41.49
89.1,34.857,55.394955,48.0,9.0,9.23
70.23,29.807,52.826935,46.0,9.0,20.08
50.91,23.381,36.665108,32.0,6.0,17.07
77.07,33.0878,54.82502,52.0,9.0,29.46
65.54,28.0164,46.759,42.0,8.0,41.13
74.35,31.217,54.1385,50.0,9.0,21.76
71.9,31.4455,52.95367,52.0,9.0,70.38
81.67,34.131,55.389896,50.0,9.0,9.23
68.13,32.1157,52.22384,48.0,9.0,50.69
54.02,23.58,41.46748,36.0,7.0,29.6
78.43,34.3415,53.74927,50.0,9.0,48.91
78.88,33.233,53.518288,46.0,9.0,17.82
77.5,31.545,54.423367,48.0,9.0,33.02
78.58,33.0128,54.465477,50.0,9.0,23.47
77.41,31.5184,52.531464,48.0,9.0,60.16
78.06,33.331,55.144333,52.0,9.0,18.46
87.79,38.429,57.40156,54.0,9.0,9.23
84.66,36.269,55.706127,50.0,9.0,12.53
80.82,33.8878,55.070587,50.0,9.0,20.23
58.87,26.1375,46.501217,46.0,8.0,66.4
75.93,32.4771,53.834633,48.0,9.0,61.84
73.84,33.0161,51.78793,46.0,9.0,67.06
71.48,30.8016,53.30812,52.0,9.0,57.53
66.64,27.466,51.629345,46.0,9.0,37.15
74.99,31.8208,53.183395,48.0,9.0,37.3
78.9,33.0128,54.465477,50.0,9.0,23.47
76.27,33.0187,54.38306,52.0,9.0,41.63
83.74,35.5554,53.47258,46.0,9.0,43.84
72.47,31.356,53.19659,44.0,9.0,29.6
39.79,18.1678,34.239613,32.0,6.0,46.26
85.14,35.728,55.44876,48.0,9.0,17.07
82.32,33.6657,54.859684,48.0,9.0,45.73
55.42,24.07,44.060833,40.0,8.0,52.06
74.72,29.077,52.278812,44.0,9.0,57.93
80.89,35.1165,55.261337,52.0,9.0,42.17
78.98,33.674,54.38005,46.0,9.0,26.8
77.48,31.8448,53.872997,50.0,9.0,37.3
76.27,35.1445,53.796776,48.0,9.0,44.62
66.26,28.4283,51.335117,50.0,9.0,82.03
72.21,30.2477,48.26874,42.0,8.0,39.01
72.8,31.2614,52.70347,50.0,9.0,62.18
85.47,36.7835,55.566666,52.0,9.0,32.59
69.63,30.25,53.230835,46.0,9.0,50.09
53.73,23.7901,44.843456,44.0,8.0,89.26
74.57,32.111,54.00055,52.0,9.0,43.37
78.1,32.963,55.144333,52.0,9.0,18.46
76.88,33.0158,54.135418,50.0,9.0,29.46
80.73,34.787,55.394955,48.0,9.0,9.23
71.16,31.1847,49.500572,44.0,8.0,45.73
67.67,29.164,44.312134,40.0,7.0,3.24
68.61,28.8608,52.6216,50.0,9.0,46.53
79.54,35.1814,52.08443,46.0,9.0,44.47
78.53,33.376,54.952576,54.0,9.0,35.53
69.71,26.4137,50.757256,48.0,9.0,67.7
79.69,34.672,54.321,50.0,9.0,24.6
78.84,36.9517,53.892807,48.0,9.0,36.75
87.16,36.7287,55.639515,50.0,9.0,29.1
74.79,31.3238,54.104053,48.0,9.0,44.02
70.73,28.1666,52.533348,48.0,9.0,64.25
75.63,35.527,54.236507,48.0,9.0,21.59
71.9,30.8578,53.129585,48.0,9.0,29.46
92.26,39.955,57.652184,50.0,9.0,0.0
66.59,25.785,45.88714,42.0,8.0,51.28
75.59,32.018,54.19231,50.0,9.0,26.3
65.32,26.3348,47.454247,44.0,8.0,29.46
81.2,34.057,53.959694,46.0,9.0,25.78
80.08,31.6338,54.064754,48.0,9.0,20.23
75.64,31.9224,51.322224,48.0,9.0,69.12
83.88,36.971,56.400784,50.0,9.0,12.53
79.99,34.7262,54.859608,54.0,9.0,63.32
76.19,32.4874,54.0446,48.0,9.0,52.82
75.64,32.013,53.832767,48.0,9.0,20.31
77.03,33.184,54.095184,48.0,9.0,12.24
70.34,29.7698,44.35742,40.0,7.0,20.23
79.42,34.683,51.090427,48.0,8.0,17.07
57.83,23.6504,40.495674,38.0,7.0,52.78
90.77,36.975,56.641296,50.0,9.0,0.0
89.56,39.5487,56.10033,50.0,9.0,15.79
62.84,27.0487,51.261322,48.0,9.0,59.38
70.12,30.465,53.279587,48.0,9.0,57.93
68.07,28.832,52.94091,50.0,9.0,35.53
76.6,30.7198,52.285023,46.0,9.0,46.26
59.22,25.8646,42.781654,42.0,7.0,40.46
80.3,34.219,54.838596,50.0,9.0,20.08
86.0,36.288,56.036186,50.0,9.0,3.01
79.85,30.522,52.25208,48.0,9.0,51.28
73.1,31.165,53.5872,50.0,9.0,29.31
76.49,31.545,54.423367,48.0,9.0,33.02
83.64,31.5507,52.652462,48.0,9.0,54.56
107.13,29.998,48.31916,34.0,8.0,23.79
84.51,36.103,55.706127,50.0,9.0,9.23
65.2,28.022,43.719654,40.0,7.0,17.07
55.77,24.5105,41.019386,38.0,7.0,48.91
84.8,36.7278,56.081474,50.0,9.0,20.23
66.44,28.392,48.089787,44.0,8.0,18.46
85.75,36.0478,55.386814,50.0,9.0,20.23
84.94,35.002,55.443707,50.0,9.0,17.07
72.76,28.5947,50.460636,44.0,9.0,67.35
78.87,34.272,55.19814,52.0,9.0,26.3
78.12,33.6148,50.027702,46.0,8.0,20.23
78.72,33.0618,54.82502,52.0,9.0,29.46
72.5,31.716,49.479485,46.0,8.0,20.08
72.85,31.077,54.1385,50.0,9.0,18.46
66.46,28.0402,49.71524,46.0,9.0,75.71
73.36,28.4349,50.2267,48.0,9.0,96.13
87.27,37.3548,56.47714,54.0,9.0,23.24
70.8,28.4766,52.494045,48.0,9.0,40.46
67.56,28.201,48.072933,42.0,8.0,17.07
71.09,28.8518,53.137524,46.0,9.0,67.81
84.65,36.0718,56.076416,52.0,9.0,20.23
65.19,27.396,51.940136,46.0,9.0,35.53
76.14,33.0638,54.135418,50.0,9.0,29.46
74.39,31.125,54.1385,50.0,9.0,18.46
86.51,36.293,56.39573,52.0,9.0,9.23
70.69,29.2188,48.465134,44.0,8.0,29.46
83.53,34.551,55.674763,48.0,9.0,23.79
79.08,36.7905,53.23833,50.0,9.0,80.72
72.71,30.6135,53.05792,50.0,9.0,49.33
79.35,35.2137,54.721195,48.0,9.0,33.08
81.8,35.195,56.15016,54.0,9.0,18.46
78.76,33.7947,53.939022,48.0,9.0,29.1
70.99,30.9508,52.937828,50.0,9.0,46.53
68.82,29.104,52.94091,50.0,9.0,38.83
70.08,31.118,52.72269,48.0,9.0,38.66
74.78,31.218,53.946743,52.0,9.0,38.83
70.87,31.2067,49.11146,48.0,8.0,42.31
66.87,27.458,52.219948,46.0,9.0,53.39
73.4,32.7092,52.112125,48.0,9.0,68.47
80.1,33.0878,54.82502,52.0,9.0,32.76
81.03,33.727,54.739594,48.0,9.0,33.02
70.29,29.5137,51.135128,46.0,9.0,67.77
77.05,32.6225,54.294807,50.0,9.0,56.05
68.43,29.029,52.581367,48.0,9.0,32.61
69.76,28.0669,51.912323,50.0,9.0,87.75
79.42,34.5177,54.037037,50.0,9.0,37.91
59.48,25.448,38.5523,34.0,6.0,0.0
78.19,33.7938,54.38098,48.0,9.0,20.23
64.85,27.9396,48.180065,46.0,8.0,64.25
87.72,37.3328,56.47714,54.0,9.0,23.24
76.96,33.5706,54.510765,50.0,9.0,40.46
77.58,32.9617,53.05953,50.0,9.0,55.63
82.48,35.2238,55.830853,54.0,9.0,29.46
77.05,31.9547,53.622795,48.0,9.0,29.1
66.47,28.713,52.38961,50.0,9.0,46.61
79.57,33.0398,54.82502,52.0,9.0,29.46
81.75,35.2238,55.830853,54.0,9.0,29.46
71.04,30.385,49.078762,44.0,8.0,17.07
75.96,36.4166,52.68949,50.0,9.0,74.07
81.51,35.1778,55.141247,52.0,9.0,29.46
68.72,28.9608,48.744946,44.0,8.0,44.02
78.11,32.844,50.32071,42.0,8.0,23.79
81.9,35.277,55.67982,46.0,9.0,23.79
63.33,26.876,51.93508,48.0,9.0,35.53
77.46,31.6635,53.30944,50.0,9.0,41.82
78.96,33.256,54.78479,50.0,9.0,12.24
81.86,35.1611,54.007313,50.0,9.0,59.1
73.52,30.9123,52.178562,50.0,9.0,69.14
68.76,29.301,47.820232,42.0,8.0,38.67
73.84,30.8338,53.81919,50.0,9.0,29.46
77.1,34.077,54.148994,48.0,9.0,20.31
72.56,32.4655,52.138332,48.0,9.0,51.92
91.62,39.205,56.957523,50.0,9.0,0.0
65.38,28.2087,43.49705,40.0,7.0,24.95
80.04,33.8878,55.070587,50.0,9.0,20.23
97.2,41.343,58.652958,54.0,9.0,0.0
86.42,37.162,55.759933,50.0,9.0,17.07
67.22,27.9198,52.56779,50.0,9.0,38.69
72.77,31.9378,53.68124,52.0,9.0,54.37
70.82,30.1917,53.32342,50.0,9.0,40.4
82.42,34.109,55.389896,50.0,9.0,9.23
68.77,28.801,52.581367,48.0,9.0,32.61
67.99,29.175,47.490788,40.0,8.0,26.03
65.69,26.3054,51.5883,48.0,9.0,66.13
80.32,35.3017,52.4815,46.0,9.0,28.93
75.98,31.8038,53.285797,50.0,9.0,46.26
72.38,29.975,52.461742,46.0,9.0,46.16
88.64,38.429,57.40156,54.0,9.0,9.23
70.49,30.1038,53.573624,52.0,9.0,41.99
78.95,34.1167,54.628624,50.0,9.0,39.01
65.55,32.345,47.737835,42.0,8.0,27.96
87.45,35.9787,54.944855,50.0,9.0,29.1
78.35,26.789,51.07147,42.0,9.0,62.71
75.8,31.8448,53.872997,50.0,9.0,37.3
75.77,33.0407,54.38306,52.0,9.0,48.24
79.71,34.9346,54.821938,52.0,9.0,40.46
70.76,27.8277,50.4846,48.0,9.0,53.93
67.26,28.3254,52.161427,48.0,9.0,52.32
78.67,33.0128,54.465477,50.0,9.0,23.47
64.69,28.1684,47.808147,46.0,8.0,52.32
70.68,31.6629,51.8206,50.0,9.0,80.2
78.12,31.802,54.024525,46.0,9.0,3.24
69.67,29.082,52.94091,50.0,9.0,35.53
72.02,30.751,52.550682,46.0,9.0,34.14
76.65,33.0992,53.60544,50.0,9.0,101.85
88.39,34.477,55.434254,48.0,9.0,33.02
77.68,33.755,54.251175,48.0,9.0,34.14
77.04,32.8455,54.063747,52.0,9.0,49.33
67.72,29.1286,49.47326,48.0,9.0,89.09
75.22,33.7438,52.44247,48.0,9.0,76.64
79.39,33.9017,54.579876,48.0,9.0,34.47
75.47,33.4618,54.384926,52.0,9.0,85.06
74.63,31.623,49.671246,44.0,8.0,3.01
76.76,32.6768,54.504776,50.0,9.0,47.03
83.01,35.002,55.443707,50.0,9.0,17.07
60.59,24.5838,42.340702,38.0,7.0,20.23
74.65,33.7438,52.44247,48.0,9.0,76.64
79.13,35.0914,54.819378,52.0,9.0,41.13
67.37,27.961,48.112232,42.0,8.0,40.86
59.39,26.5225,44.826454,42.0,8.0,65.98
82.78,35.2018,55.830853,54.0,9.0,29.46
77.52,33.0348,54.465477,50.0,9.0,23.24
63.58,24.4771,47.488834,46.0,8.0,67.77
76.11,32.013,53.832767,48.0,9.0,20.08
64.08,27.348,47.467823,42.0,8.0,20.31
81.4,34.9806,55.51154,54.0,9.0,40.46
77.82,32.164,49.62605,42.0,8.0,23.79
82.86,35.3067,55.221107,50.0,9.0,24.95
81.73,35.147,56.15016,54.0,9.0,18.46
71.83,30.6615,53.05792,50.0,9.0,49.33
58.63,24.9318,46.091858,44.0,8.0,59.15
84.2,33.8178,55.070587,50.0,9.0,20.23
79.17,34.232,51.321484,46.0,8.0,23.79
87.0,37.757,55.931942,52.0,9.0,21.59
77.09,30.9468,53.45965,48.0,9.0,23.47
70.32,30.6548,49.465908,48.0,8.0,32.76
66.63,26.7104,46.807373,42.0,8.0,55.62
92.87,39.299,57.647125,52.0,9.0,0.0
84.68,36.269,55.706127,50.0,9.0,9.23
78.18,31.85,54.024525,46.0,9.0,3.24
67.79,27.7946,52.24848,50.0,9.0,52.99
66.8,29.4057,47.57408,42.0,8.0,39.01
76.0,33.389,53.920277,48.0,9.0,21.59
72.43,30.767,44.232697,36.0,7.0,0.0
80.67,33.746,55.069656,48.0,9.0,26.8
66.45,29.2215,47.38433,44.0,8.0,48.91
67.07,28.6636,51.612686,48.0,9.0,57.53
72.26,31.165,53.5872,50.0,9.0,29.31
83.96,36.291,55.706127,50.0,9.0,9.23
71.88,30.593,52.8976,48.0,9.0,29.31
62.76,26.7034,51.683605,52.0,9.0,69.92
